599;iChanger;360880458968;1059;155391
604;BestObmen;;0;4037
608;GeeExchange;;0;27063442
606;CryptoMoney;;0;126534340
605;Buy-Bitcoins;;0;27350301
607;60сек;;0;94732894
609;ObmenMoney;279259009479;763;0
611;ChangerClub;;0;68063
612;Changelly;;0;6041114
614;El-Change;;0;455723
615;Pocket-Exchange;;0;36266
619;LeoExchanger;;0;257107
620;4Exchange;;0;54126
621;Pay-Today;;0;5336767
618;24BestEx;;0;14236162
624;VV-Obmen;;0;28405
622;ProstoCash;;0;570738035
625;PayGet;;0;14811356
629;MonEx;189133223119;2600;1978424
626;Best-Obmen;;0;554957030
636;WorldChange;;0;119584
664;BitHunter;;0;73763
645;BtcBit;;0;10546328
681;CryptoHome;;0;17827184
635;Staff-Obmen;;0;2603
633;YChanger;;0;329458266
733;Bonanza-Obmen;;0;11839
736;Обменник-UZ;;0;12886
637;EuroBitcoins;;0;7788298
634;BestCoin;;0;219597
668;MyCryptoMarket;;0;2321524
650;Real-Bit;;0;0
638;Bitcoin24SU;;0;678911
642;BuyBit;;0;0
678;Ym-Change;;0;4303
666;1Обмен;;0;46335399
656;DBChange;;0;9012230
655;BitStore;;0;317674
709;Nexchange;;0;0
659;1-Online;;0;319173742
665;Perfect-Change;;0;8638
670;FastEx;;0;13430505
652;LasloBit;;0;343008
731;BigBank;;0;739358
689;TransCoin;;0;5428947
651;Монетка;702499140547;825;37113
657;Easy-Changer;;0;8947667
661;Ферма;;0;15851392
677;Bitcoin24Exchange;;0;1678111
654;Ru-Bas;;0;81541
738;HASchange;;0;302022
702;Papa-Change;;0;437347
660;FlyChange;290933993890;2633;502336
693;CryptoBroker;;0;18194241
714;Top-Exchange;;0;419670
715;Coins-Trade;;0;969476
676;Иеремия76;;0;109056
658;BtcTenge;;0;13143163
762;TetChange;087085525470;535;2063095
695;BTC-Обменник;;0;463406
706;HoBit;;0;986447
705;Cryptonex;;0;54409
713;CashOut;;0;227500
697;ChangeTime;828193256536;522;3273
687;WikiPays;;0;576480
746;V-Obmen24;;0;238027
701;WMCash;236702904683;1155;203104
749;BitOkk;;0;41311293
690;Fair-Exchange;413428403759;86;0
685;BitCash;;0;463359
684;100Bitcoins;;0;10000
723;BitObmen;;0;67852
718;Platov;;0;4908349
704;Change-X;;0;18466178
692;C1kWorld;;0;18670093
688;ExchangeExpress;279259009479;763;0
710;Bittrend;;0;57357
712;Criptify;;0;11347
755;Big-Changer;;0;30950
699;BitPro;;0;7411835
703;Obmen4you;320026778932;1238;16825
716;Биток777;;0;0
711;HelpChange;;0;0
751;ObmenExpert;;0;0
782;Tec-Bit;;0;14444
750;CashAdmin;;0;79223
763;PushPayer;753021635396;3;87363
758;CryptoBox;;0;12009441
741;BTCe-Obmen;;0;20408
737;BonkyPay;232342940453;42;2517127
761;FlashObmen;;0;386732
745;CryptoChange24;;0;59118
754;ObmenIM;;0;0
757;ChangeNow;;0;150778475
783;ОбменДенег;;0;19812
770;BTC24pro;;0;0
779;MoneyMix;;0;65565
765;Bit-Exchange;;0;3220817
785;PayMarket;;0;33283
775;AllWMCash;;0;2
804;PayBTC;;0;3113396
780;Bitcoin24Pro;;0;87161337
774;ОбменМонет;;0;9019390
766;UniCash;;0;87727612
764;NiceChange;;0;141190277
792;SberBit;;0;674587
799;Криптообменник;;0;0
787;PrivatCash;;0;854259
805;BTCstaff;;0;3841
801;Coin-Future;;0;18954
793;IceBTC;;0;7985015
798;Quickex;;0;51270649
807;CryptoBar;;0;0
808;ChangeCoins;;0;98951
814;BitBits;;0;270346
835;7Pay;709807738416;1134;189666
827;Crypster;;0;8641677
818;R-Obmen;;0;0
812;Ex-Bank;;0;399088
823;Обменочка;;0;15590
819;Flash-Cache;;0;0
809;XbitMoney;155289860990;1232;321819
825;MyChanger;;0;618254
816;WM007;;0;33060
840;YoChange;;0;258939897
841;MegaChangeMe;432189717906;0;3463
838;AlfaExchange;;0;5965791
839;MyInvestStory;;0;1921
821;ExchangeTeam;;0;3908447
815;Belqi;;0;0
856;Fenix-Pay;;0;4482
850;Keine-Exchange;;0;1258976
846;ExchangeYourMoney;;0;133284
847;BitPride-Exchange;;0;0
848;SwapCoin;;0;16700486
852;RamonCash;;0;6142010
844;Капуста;181897906569;412;12080
857;Paytiz;227421344645;231;3194353
855;CoinStart;;0;1564126
858;FixedFloat;;0;1227070
862;WMZ;218621457637;0;80700
861;Fex24;;0;375586
865;Bixter;;0;9781607
869;ExpoChange;412963033166;0;42317909
866;Delets;;0;5877993
872;WM-Obmen;362955051206;1585;110744
871;BitokBy;;0;37231888
895;CryptoBarMen;;0;330994
867;Сумма;;0;813416
870;Alfa-Trades;;0;0
886;ObmenCrypto;;0;153333489
882;BuyBank;;0;2019155
881;AllTrustMe;;0;7882915
877;Об-мен;963523258975;113;402178
883;101Crypta;;0;5332256
884;Cryptex;;0;717221
905;TraiderIdeal;;0;26637
902;BTC-Волга;;0;3154829
885;JPMarket;;0;2611
897;AnonEx;;0;223627
888;GramBit;;0;5091809
894;КупиБит;;0;2154610
887;KZObmen;;0;230461
898;Вобменка;;0;523545
906;CryptoHonest;;0;0
901;WMStar;310224582545;6;253867
899;CoinShop24;;0;268264706
900;Obmen-Box;;0;23599
896;CoinChanger;;0;116204
910;WMT;797230232341;235;17131
909;CrypTorg;;0;202121
914;Ex-code;;0;0
989;CoinsBlack;890273718097;0;350955
913;Quantex;;0;3630335
917;Micro-exchange;;0;12587447
916;Cryptos;;0;372400
925;Sunduk;;0;160606
918;КриптоРай;;0;0
939;EuroBit;;0;14168801
935;Wiki-Exchange;;0;9854713
920;VIP-Obmen;552557541159;519;2808837
922;PayWallet;;0;204328
923;HD-Change;;0;33752
943;TopCash;;0;318061
928;CriptoMoney24;;0;2035411
927;Msk-Exchange;;0;541890047
933;TytCash;;0;165212
929;RoyalCash;;0;351869133
930;Crypto-Store;;0;96616
942;ExHub;;0;825759
944;EExchanger;330964771407;196;639558
947;Dynasty-Pay;;0;305720
949;Coco-Pay;;0;4879030
948;AbcObmen;;0;117862635
951;PrideChange;;0;33520501
950;UAchanger;;0;10294
952;ExLine;;0;29855
957;24ObmenCom;;0;3065242
954;EggChange;;0;207164158
961;MyBTC;;0;42771071
960;Crybex;;0;2740693
959;ExchangeKey;;0;91489867
953;Livex;;0;5372
956;Обменко;;0;2587999
958;24Zone;;0;47101756
962;StyleBTC;;0;92009
963;Global-Ex;;0;19012
955;AlfaBit;;0;73383825
966;BlaBlaChange;;0;8166114
964;ExBase;;0;311955
965;Crypto-Express;;0;10852
967;КриптоОбмен;;0;40806
971;CryptoSell;;0;4074
997;CoinJoin;;0;7485742
985;Tuco;;0;3858117
983;Bitality;;0;50691062
991;BtcLider;;0;520079825
968;CryptoMax;;0;46762731
973;Number1;;0;71541
996;OlbionEx;;0;0
977;CityBit;;0;270268
984;Cash-Bit;;0;1479129
969;4Money;;0;51007540
994;TipTopObmen;;0;3146256
976;ChangeProject;;0;198880101
988;BitHub;;0;151312
992;OneMoment;;0;651398
993;Exchange-Go;825930136356;252;0
978;ElValuta;591511373140;600;60737
982;WxMoney;;0;92
974;BestKurs24;;0;0
980;GrandChange;;0;100334321
975;PremierCash;;0;386734
986;PayFull;;0;189672
