131;108;Exmo EUR;EUR Exmo;978;2;00000000000000000000000000000000000000000000000000000000011001100000001010100000000000000000000000000000010000000000000000000000000000000000000000000001010000000000000100000000000000000000000000000000000000
132;129;РНКБ;RUB РНКБ;643;3;11111111110111111110011111111111111111111111000110000000011010100010001111101110000000000000110000000000000001000000000000000000000000011111111000000101000000000000000000100000000000000000000000000001000000
133;31;Waves (WAVES);WAVES;106;0;11111111110111111111111111111111111111111111111100000000011111100111111111111110000111000000000010001111000000000111111101111111111111011111111111111111110111001101110111111001110000010010000111111001110000
134;37;Komodo (KMD);KMD;111;0;11111111110111111110011111111111111111111111000000000000011010000010001111001110000011000000000000000001000000000111111101111111100001011111111000000101000000001000000000100001000000000010000111111001110000
135;40;Ontology (ONT);ONT;1003;0;11111111110111111110011111111111111111111111000100000000011010000010001111001110000011000000000000000001100000000111111101111111100001011111111000000101000000001000000000100001000000000010000111111001110000
136;88;Neteller EUR;EUR Neteller;978;1;11001111000110101001000000011101001000000100000000000000011001100000001010001011000000000001000000000000000000000011001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000
137;3;Bitcoin SV (BSV);BSV;995;0;11111111110111111111111111111111111111111111110110000000011111100111111111111110000111000000000000001101000001000011111101111111111111011111111111111111110111001101110110111000110000010010000111111001111000
138;11;Peercoin (PPC);PPC;994;0;00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
139;5;Ethereum (ETH);ETH;993;0;11111111110111111111111111111111111111111111111111100000011111100111111111111111101111110001101010011111100001000111111111111111111111011111111111111111110111011101110111111011110001110011000111111111111101
140;12;Dash (DASH);DASH;992;0;11111111110111111111111111111111111111111111111110100001011111100111111111111110001111000000100010001111100001000111111101111111111111011111111111111111110111011101110111111011110001110010000111111111111100
141;202;Наличные EUR;EUR Наличными;978;5;11001111110111111111001110111111011110111100010110000000011011100000001111101111100110101100000000000000010000000001001000001000000000010000000000000001010000000000000101000000000000000000000000000000000000
142;74;Advanced Cash UAH;UAH AdvCash;980;1;11111111110111111111110110111111011111100111111110000001011111100111111110111110000111001100100000001110010001000011001001111111111111011111111111111111110111001101110110111001110000010100000001000111111000
143;117;Альфа cash-in USD;USD Альфа cash-in;840;3;00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
144;57;Paymer RUB;RUB Paymer;643;1;00000000000010000000000000000000000000000000000000000000010000000000001110001110000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
