63;93;5.7764
93;42;5.1257
42;93;4.0535
93;105;1.9646
139;42;1.9273
105;93;1.4327
63;56;1.2766
63;99;1.2738
117;42;1.2047
42;40;1.0956
93;63;1.0887
56;93;1.0762
93;91;1.0279
121;42;0.992
117;63;0.9699
10;42;0.9505
93;56;0.9008
93;59;0.8953
163;91;0.8068
93;89;0.7806
